country,year,"GNI per capita, Atlas method (current US$)","Population, total",Surface area (sq. km),Population living in slums (% of urban population),hie,near_2_plus_oceans,border_count,size
Portugal,2012,21220.0,10514844.0,92210.0,0.25,True,False,1.0,large
Qatar,2012,92500.0,1722438.0,11610.0,0.0,True,False,1.0,small
Romania,2012,9260.0,20058035.0,238390.0,2.65,False,False,5.0,large
Russia,2012,13470.0,143378447.0,17098250.0,3.15,True,True,14.0,large
Rwanda,2012,690.0,10829901.0,26340.0,50.53339,False,False,4.0,large
Samoa,2012,3590.0,196498.0,2840.0,1.85,False,False,0.0,small
Sao Tome And Principe,2012,1160.0,189439.0,960.0,56.52039,False,False,0.0,small
Senegal,2012,1320.0,13310495.0,196710.0,45.82485,False,False,5.0,large
Serbia,2012,6310.0,7201497.0,88360.0,0.5,False,False,8.0,large
Seychelles,2012,12540.0,88303.0,460.0,62.16985,False,False,0.0,small
Sierra Leone,2012,830.0,6551080.0,72300.0,61.59705,False,False,2.0,medium
Singapore,2012,51710.0,5312437.0,716.0,0.0,True,False,0.0,medium
Slovakia,2012,17830.0,5407579.0,49036.0,0.05,True,False,5.0,medium
Solomon Islands,2012,1820.0,573606.0,28900.0,4.6,False,False,0.0,small
Somalia,2012,280.0,12461160.0,637660.0,62.16985,False,False,3.0,large
South Africa,2012,8220.0,53782567.0,1219090.0,25.32466,False,True,6.0,large
South Sudan,2012,800.0,10756240.0,646883.0,94.20176,False,False,6.0,large
Sri Lanka,2012,3340.0,21169458.0,65610.0,52.94421,False,False,0.0,large
St. Lucia,2012,9000.0,172587.0,620.0,2.2,False,False,0.0,small
Sudan,2012,1120.0,36923178.0,1878000.0,83.8333,False,False,7.0,large
Suriname,2012,8220.0,562633.0,163820.0,12.45228,False,False,3.0,small
Sweden,2012,58840.0,9519374.0,447420.11,0.15,True,False,2.0,large
Switzerland,2012,86720.0,7996861.0,41290.7,0.0,True,False,5.0,large
Syria,2012,1980.0,22759763.0,185180.0,25.43429,False,False,5.0,large
Tanzania,2012,810.0,47374260.0,947300.0,55.78221,False,False,8.0,large
Timor-Leste,2012,3570.0,1134885.0,14870.0,46.0,False,True,1.0,small
Togo,2012,790.0,7100736.0,56790.0,49.81214,False,False,3.0,large
Tonga,2012,4130.0,107460.0,750.0,1.1,False,False,0.0,small
Trinidad And Tobago,2012,17960.0,1335194.0,5130.0,7.94,True,False,0.0,small
Tunisia,2012,4250.0,11009647.0,163610.0,9.64392,False,False,2.0,large
Turkiye,2012,11950.0,75175827.0,785350.0,16.21716,False,False,8.0,large
Turkmenistan,2012,5040.0,5808546.0,488100.0,9.50701,False,False,4.0,medium
Tuvalu,2012,4440.0,10934.0,30.0,0.35,False,False,0.0,small
Uganda,2012,830.0,34337438.0,241550.0,64.76776,False,False,5.0,large
Ukraine,2012,3600.0,46210056.0,603550.0,1.8,False,False,7.0,large
United Arab Emirates,2012,51180.0,7391448.0,98647.9,0.5,True,False,2.0,large
United Kingdom,2012,41940.0,63711000.0,243610.0,0.1,True,False,1.0,large
United States,2012,52610.0,314339099.0,9831510.0,0.2,True,False,0.0,large
Uruguay,2012,14230.0,3335401.0,176220.0,8.77286,True,False,2.0,medium
Uzbekistan,2012,2200.0,29261903.0,444103.0,12.83512,False,False,5.0,large
Vanuatu,2012,2840.0,248883.0,12190.0,4.15,False,False,0.0,small
Vietnam,2012,1980.0,89510356.0,330951.0,15.65365,False,False,3.0,large
Yemen,2012,1080.0,28433647.0,527970.0,48.083,False,False,2.0,large
Zambia,2012,1640.0,14913629.0,752610.0,54.4687,False,False,8.0,large
Zimbabwe,2012,1150.0,13817887.0,390760.0,23.94962,False,False,4.0,large
Afghanistan,2014,640.0,32792523.0,652860.0,69.68829,False,False,6.0,large
Albania,2014,4750.0,2773767.0,28750.0,10.3,False,False,4.0,medium
Algeria,2014,6030.0,39205031.0,2381740.0,24.98121,False,False,7.0,large
Angola,2014,5430.0,27160769.0,1246700.0,50.31801,False,False,4.0,large
Antigua And Barbuda,2014,14830.0,88765.0,440.0,2.6463,True,False,0.0,medium
Argentina,2014,12240.0,43024071.0,2780400.0,15.2,False,True,5.0,large
Armenia,2014,4000.0,3013800.0,29740.0,9.37278,False,False,4.0,large
Aruba,2014,25260.0,106807.0,180.0,0.0,True,False,0.0,medium
Australia,2014,65500.0,23475686.0,7741220.0,0.045,True,True,0.0,large
Bangladesh,2014,1080.0,157964929.0,147630.0,53.80168,False,False,2.0,large
Belgium,2014,48050.0,11209057.0,30528.0,0.0,True,False,4.0,large
Belize,2014,5670.0,348923.0,22970.0,15.73733,False,False,2.0,medium
Benin,2014,1180.0,11030004.0,114760.0,69.11276,False,False,4.0,large
Bermuda,2014,102450.0,63529.0,4290.0,0.1,True,False,0.0,small
Bhutan,2014,2670.0,733139.0,38394.0,52.19329,False,False,2.0,medium
Bolivia,2014,2800.0,10848888.0,1098580.0,46.62568,False,False,5.0,large
Bosnia And Herzegovina,2014,5180.0,3564829.0,51210.0,4.0,False,False,3.0,large
Botswana,2014,6990.0,2172044.0,581730.0,43.83402,False,False,4.0,medium
Brazil,2014,12280.0,200085127.0,8515770.0,14.8971,False,False,10.0,large
Brunei,2014,42370.0,416750.0,5770.0,25.29948,True,False,1.0,medium
Bulgaria,2014,7850.0,7073572.0,111000.0,0.2,False,False,5.0,large
Burkina Faso,2014,730.0,18229461.0,274220.0,43.24863,False,False,6.0,large
Burundi,2014,240.0,10799785.0,27830.0,50.23046,False,False,3.0,large
Cabo Verde,2014,3750.0,512326.0,4030.0,53.93736,False,False,0.0,medium
Cambodia,2014,1330.0,15396772.0,181040.0,45.4,False,False,3.0,large
Cameroon,2014,1570.0,22059893.0,475440.0,42.47939,False,False,6.0,large
Canada,2014,52200.0,35434066.0,15640500.0,0.65,True,True,1.0,large
Cayman Islands,2014,43420.0,60160.0,264.0,4.15,True,False,0.0,small
Central African Republic,2014,380.0,4623182.0,622980.0,68.9131,False,False,6.0,large
Chad,2014,1260.0,14188678.0,1284000.0,83.69279,False,False,6.0,large
Colombia,2014,8280.0,46565429.0,1141749.0,11.76571,False,True,5.0,large
Comoros,2014,1590.0,711503.0,1861.0,68.63803,False,False,0.0,medium
Congo Dem. Rep,2014,440.0,78403242.0,2344860.0,76.0594,False,False,9.0,large
Costa Rica,2014,10410.0,4767119.0,51100.0,6.29079,False,True,2.0,large
Cote D'Ivoire,2014,1860.0,24527395.0,322460.0,56.2921,False,False,5.0,large
Croatia,2014,13810.0,4201598.0,88073.0,0.3,True,False,5.0,large
Cuba,2014,6850.0,11285775.0,109880.0,7.3964,False,False,0.0,large
Cyprus,2014,26350.0,1201801.0,9251.0,0.25,True,False,0.0,medium
Czechia,2014,19080.0,10525347.0,78870.0,0.05,True,False,4.0,large
Denmark,2014,63650.0,5643475.0,42920.0,0.0,True,False,1.0,large
Dominican Republic,2014,6230.0,10315528.0,48670.0,13.6122,False,False,1.0,large
Egypt,2014,3000.0,97528654.0,1001450.0,3.655,False,True,4.0,large
El Salvador,2014,3480.0,6162955.0,21040.0,22.48,False,False,2.0,large
Equatorial Guinea,2014,10610.0,1399828.0,28050.0,62.38752,False,False,2.0,medium
Estonia,2014,19210.0,1314545.0,45340.0,0.1,True,False,2.0,medium
Eswatini,2014,3890.0,1136299.0,17360.0,18.23219,False,False,2.0,medium
Ethiopia,2014,530.0,101115610.0,1136243.2,70.50487,False,False,6.0,large
Fiji,2014,4740.0,917585.0,18270.0,10.4,False,False,0.0,medium
Finland,2014,49210.0,5461512.0,338420.0,0.0,True,False,3.0,large
France,2014,43470.0,66312067.0,549087.0,0.0,True,False,8.0,large
Gabon,2014,8880.0,1978399.0,267670.0,44.33265,False,False,3.0,medium
Gambia,2014,600.0,2164528.0,11300.0,44.30132,False,False,1.0,medium
Georgia,2014,4850.0,3719414.0,69700.0,9.37997,False,False,4.0,large
Germany,2014,48610.0,80982500.0,357380.0,0.0,True,False,9.0,large
Ghana,2014,1830.0,28041592.0,238540.0,36.84704,False,False,3.0,large
Guatemala,2014,3460.0,15681725.0,108890.0,39.83957,False,True,4.0,large
Guinea,2014,730.0,11472924.0,245860.0,46.5046,False,False,6.0,large
Guinea-Bissau,2014,660.0,1741122.0,36130.0,71.63847,False,False,2.0,medium
Guyana,2014,5640.0,754229.0,214970.0,17.08187,False,False,3.0,medium
Haiti,2014,1460.0,10373235.0,27750.0,52.14388,False,False,1.0,large
Honduras,2014,1980.0,9063122.0,112490.0,31.54,False,True,3.0,large
Hungary,2014,13630.0,9833038.0,93030.0,7.2,True,False,7.0,large
Iceland,2014,50120.0,327386.0,103000.0,0.0,True,True,0.0,medium
Indonesia,2014,3570.0,258877399.0,1910931.0,23.54632,False,True,3.0,large
Iran,2014,6660.0,81502045.0,1745150.0,52.19329,False,False,7.0,large
Iraq,2014,6440.0,36550059.0,435052.0,44.70552,False,False,6.0,large
Ireland,2014,47580.0,4657740.0,70280.0,8.0,True,False,1.0,large
Italy,2014,35370.0,60320707.0,302069.0,0.02,True,False,6.0,large
Jordan,2014,3980.0,8791710.0,89320.0,12.9,False,False,5.0,large
Kazakhstan,2014,11720.0,17816285.0,2724902.0,4.96982,False,False,5.0,large
Kenya,2014,1250.0,46051440.0,580370.0,52.35971,False,False,5.0,large
Kiribati,2014,3260.0,115326.0,810.0,9.35,False,False,0.0,medium
Kuwait,2014,51350.0,3665876.0,17820.0,0.0,True,False,2.0,large
Kyrgyzstan,2014,1230.0,5905848.0,199949.0,15.85505,False,False,4.0,large
Laos,2014,1810.0,6703172.0,236800.0,30.4,False,False,5.0,large
Latvia,2014,14810.0,1993782.0,64594.0,1.05,True,False,4.0,medium
Lebanon,2014,7440.0,6346990.0,10450.0,4.5,False,False,2.0,large
Lesotho,2014,1330.0,2080089.0,30360.0,37.94455,False,False,1.0,medium
Liberia,2014,620.0,4564293.0,111370.0,67.45511,False,False,3.0,large
Libya,2014,9130.0,6427252.0,1759540.0,20.2535,False,False,6.0,large
Lithuania,2014,16020.0,2937253.0,65286.0,1.1,True,False,4.0,large
Luxembourg,2014,86760.0,556319.0,2590.0,0.01354,True,False,3.0,medium
Madagascar,2014,500.0,24764348.0,587295.0,74.62477,False,False,0.0,large
Malawi,2014,530.0,16621538.0,118480.0,56.81257,False,False,3.0,large
Maldives,2014,7720.0,413617.0,300.0,37.6325,False,False,0.0,medium
Mali,2014,900.0,18020267.0,1240190.0,54.51306,False,False,7.0,large
Malta,2014,24590.0,433481.0,320.0,0.0375,True,False,0.0,medium
Marshall Islands,2014,4560.0,49796.0,180.0,0.75,False,False,0.0,small
Mauritania,2014,1780.0,3848514.0,1030700.0,61.05702,False,False,4.0,large
Mauritius,2014,10710.0,1261208.0,2007.0,59.52948,False,False,0.0,medium
Mexico,2014,10950.0,119784261.0,1964375.0,20.15767,False,True,3.0,large
Moldova,2014,3730.0,2857815.0,33850.0,6.5,False,False,2.0,large
Mongolia,2014,4180.0,2963113.0,1564120.0,29.79631,False,False,2.0,large
Montenegro,2014,7280.0,623744.0,13810.0,12.4,False,False,4.0,medium
Morocco,2014,3330.0,34204780.0,446550.0,13.63886,False,False,3.0,large
Mozambique,2014,710.0,25788475.0,799380.0,65.49988,False,False,6.0,large
Myanmar,2014,1260.0,50681634.0,676590.0,51.8629,False,False,5.0,large
Namibia,2014,5690.0,2312139.0,824290.0,41.51365,False,False,4.0,medium
Nauru,2014,12530.0,10742.0,20.0,0.55,False,False,0.0,small
Nepal,2014,860.0,27672370.0,147180.0,46.06622,False,False,2.0,large
Netherlands,2014,52220.0,16865008.0,41540.0,0.0,True,False,2.0,large
New Zealand,2014,41720.0,4516500.0,267710.0,0.0,True,False,0.0,large
Nicaragua,2014,1850.0,6066492.0,130370.0,6.3867,False,True,2.0,large
Niger,2014,590.0,19215909.0,1267000.0,70.44397,False,False,7.0,large
Nigeria,2014,2870.0,185896915.0,923770.0,56.51963,False,False,4.0,large
North Macedonia,2014,5630.0,1917557.0,25710.0,0.5,False,False,4.0,medium
Norway,2014,105070.0,5137232.0,625222.0,0.0,True,True,3.0,large
Oman,2014,22060.0,4002439.0,309500.0,0.5,True,False,3.0,large
Pakistan,2014,1250.0,214264647.0,796100.0,60.5481,False,False,4.0,large
Palau,2014,12740.0,17715.0,460.0,0.65,True,False,0.0,small
Panama,2014,11520.0,3892101.0,75320.0,18.49538,False,True,2.0,large
Papua New Guinea,2014,2790.0,8523441.0,462840.0,21.65,False,False,1.0,large
Paraguay,2014,6290.0,6069811.0,406752.0,21.04714,False,False,3.0,large
Peru,2014,6520.0,30115826.0,1285220.0,47.05334,False,False,5.0,large
Philippines,2014,3220.0,103767130.0,300000.0,40.13089,False,False,0.0,large
Poland,2014,13540.0,38011735.0,312680.0,0.05,True,False,7.0,large
Portugal,2014,21210.0,10401062.0,92225.6,0.15,True,False,1.0,large
Qatar,2014,92440.0,2151745.0,11490.0,0.0,True,False,1.0,medium
Romania,2014,9760.0,19908979.0,238400.0,2.4,False,False,5.0,large
Russia,2014,14590.0,144237223.0,17098250.0,3.0,True,True,14.0,large
Rwanda,2014,720.0,11364757.0,26340.0,47.0522,False,False,4.0,large
Samoa,2014,3830.0,200037.0,2840.0,1.15,False,False,0.0,medium
Sao Tome And Principe,2014,1430.0,196767.0,960.0,54.58198,False,False,0.0,medium
Senegal,2014,1370.0,14152102.0,196710.0,42.26985,False,False,5.0,large
Serbia,2014,6450.0,7131787.0,88360.0,0.45,False,False,8.0,large
Seychelles,2014,13340.0,91359.0,460.0,59.52948,True,False,0.0,medium
Sierra Leone,2014,970.0,6876385.0,72300.0,58.85944,False,False,2.0,large
Singapore,2014,56380.0,5469724.0,719.0,0.0,True,False,0.0,large
Slovakia,2014,18380.0,5418649.0,49030.0,0.05,True,False,5.0,large
Solomon Islands,2014,2090.0,616908.0,28900.0,3.15,False,False,0.0,medium
Somalia,2014,410.0,13339491.0,637660.0,59.52948,False,False,3.0,large
South Africa,2014,7230.0,55594838.0,1219090.0,24.94382,False,True,6.0,large
South Sudan,2014,1170.0,11235073.0,646883.0,94.2,False,False,6.0,large
Spain,2014,29350.0,46460733.0,505940.0,0.05,True,False,5.0,large
Sri Lanka,2014,3810.0,20778000.0,65610.0,52.19329,False,False,0.0,large
St. Lucia,2014,9040.0,174138.0,620.0,1.6,False,False,0.0,medium
Sudan,2014,1130.0,38823318.0,1878000.0,78.74829,False,False,7.0,large
Suriname,2014,8900.0,575373.0,163820.0,13.2893,False,False,3.0,medium
Sweden,2014,61350.0,9696110.0,528447.52,0.15,True,False,2.0,large
Switzerland,2014,88250.0,8188649.0,41290.7,0.0,True,False,5.0,large
Syria,2014,1070.0,20273659.0,185180.0,24.12942,False,False,5.0,large
Tanzania,2014,970.0,50351512.0,947300.0,51.52457,False,False,8.0,large
Timor-Leste,2014,2700.0,1181903.0,14870.0,42.0,False,True,1.0,medium
Togo,2014,850.0,7472450.0,56790.0,46.56882,False,False,3.0,large
Tonga,2014,4360.0,106609.0,750.0,0.95,False,False,0.0,medium
Trinidad And Tobago,2014,20620.0,1345343.0,5130.0,7.5,True,False,0.0,medium
Tunisia,2014,4310.0,11274288.0,163610.0,9.14369,False,False,2.0,large
Turkiye,2014,12670.0,77181884.0,785350.0,14.82313,False,False,8.0,large
Turkmenistan,2014,6480.0,6075283.0,488100.0,9.25688,False,False,4.0,large
Tuvalu,2014,4750.0,10984.0,30.0,1.2058,False,False,0.0,small
Uganda,2014,830.0,36395539.0,241550.0,62.07886,False,False,5.0,large
Ukraine,2014,3500.0,45972380.0,603550.0,1.1,False,False,7.0,large
United Arab Emirates,2014,53360.0,8059440.0,98647.9,0.4,True,False,2.0,large
United Kingdom,2014,44780.0,64620000.0,243610.0,0.1,True,False,1.0,large
United States,2014,55600.0,319257560.0,9831510.0,0.2,True,False,0.0,large
Uruguay,2014,17140.0,3356334.0,176220.0,5.04714,True,False,2.0,large
Uzbekistan,2014,2650.0,30222994.0,444103.0,10.05116,False,False,5.0,large
Vanuatu,2014,3030.0,260240.0,12190.0,4.0,False,False,0.0,medium
Vietnam,2014,2390.0,91679578.0,331230.0,10.70982,False,False,3.0,large
Yemen,2014,1250.0,30226309.0,527970.0,45.46147,False,False,2.0,large
Zambia,2014,1740.0,15895315.0,752610.0,52.91605,False,False,8.0,large
Zimbabwe,2014,1270.0,14207359.0,390760.0,23.35427,False,False,4.0,large
Afghanistan,2016,560.0,34700612.0,652860.0,72.12863,False,False,6.0,large
Albania,2016,4670.0,2689469.0,28750.0,7.8,False,False,4.0,medium
Algeria,2016,4920.0,40850721.0,2381741.0,21.07581,False,False,7.0,large
Angola,2016,2910.0,29183070.0,1246700.0,56.44953,False,False,4.0,large
Antigua And Barbuda,2016,15080.0,89969.0,440.0,2.6463,True,False,0.0,medium
Argentina,2016,12130.0,43900313.0,2780400.0,14.5,False,True,5.0,large
Armenia,2016,3690.0,2992300.0,29740.0,8.88375,False,False,4.0,large
Aruba,2016,25560.0,108727.0,180.0,0.0,True,False,0.0,medium
Australia,2016,54330.0,24190907.0,7741220.0,0.035,True,True,0.0,large
Bangladesh,2016,1400.0,160811932.0,147630.0,53.15752,False,False,2.0,large
Belgium,2016,43240.0,11331422.0,30528.0,0.0,True,False,4.0,large
Belize,2016,5640.0,364705.0,22970.0,15.73333,False,False,2.0,medium
Benin,2016,1040.0,11697842.0,114760.0,68.71948,False,False,4.0,large
Bermuda,2016,105430.0,63449.0,4290.0,0.1,True,False,0.0,small
Bhutan,2016,2880.0,747866.0,38394.0,51.44004,False,False,2.0,medium
Bosnia And Herzegovina,2016,5070.0,3473003.0,51210.0,4.0,False,False,3.0,large
Botswana,2016,6060.0,2234776.0,581730.0,41.71139,False,False,4.0,medium
Brazil,2016,9050.0,203218114.0,8515770.0,14.8971,False,False,10.0,large
Brunei,2016,32570.0,427564.0,5770.0,23.5391,True,False,1.0,medium
Bulgaria,2016,7630.0,6894139.0,111000.0,0.2,False,False,5.0,large
Burkina Faso,2016,650.0,19334856.0,274220.0,37.6825,False,False,6.0,large
Burundi,2016,240.0,11239451.0,27830.0,44.86794,False,False,3.0,large
Cabo Verde,2016,3580.0,512554.0,4030.0,51.40312,False,False,0.0,medium
Cambodia,2016,1550.0,15852803.0,181040.0,39.7,False,False,3.0,large
Cameroon,2016,1470.0,23454161.0,475440.0,39.21019,False,False,6.0,large
Canada,2016,43900.0,36110803.0,15640500.0,0.7,True,True,1.0,large
Cayman Islands,2016,47830.0,63100.0,264.0,4.15,True,False,0.0,small
Central African Republic,2016,400.0,4713663.0,622980.0,68.9131,False,False,6.0,large
Chad,2016,940.0,15114655.0,1284000.0,82.56551,False,False,6.0,large
Colombia,2016,6560.0,47437512.0,1141749.0,10.42127,False,True,5.0,large
Comoros,2016,1410.0,741741.0,1861.0,68.6,False,False,0.0,medium
Congo Dem. Rep,2016,460.0,83956415.0,2344860.0,76.98054,False,False,9.0,large
Costa Rica,2016,11170.0,4866998.0,51100.0,5.37577,False,True,2.0,large
Cote D'Ivoire,2016,1880.0,25989405.0,322460.0,54.75146,False,False,5.0,large
Croatia,2016,13080.0,4106867.0,88073.0,0.25,True,False,5.0,large
Cuba,2016,7530.0,11265612.0,109880.0,8.44494,False,False,0.0,large
Cyprus,2016,24400.0,1237112.0,9251.0,0.3,True,False,0.0,medium
Czechia,2016,17660.0,10566332.0,78870.0,0.05,True,False,4.0,large
Denmark,2016,57830.0,5728010.0,42920.0,0.0,True,False,1.0,large
Djibouti,2016,2370.0,1037653.0,23200.0,56.84264,False,False,3.0,medium
Dominican Republic,2016,6750.0,10551430.0,48670.0,11.24888,False,False,1.0,large
Egypt,2016,3200.0,101644589.0,1001450.0,0.89992,False,True,4.0,large
El Salvador,2016,3600.0,6200800.0,21040.0,16.47714,False,False,2.0,large
Equatorial Guinea,2016,6660.0,1508186.0,28050.0,63.47137,False,False,2.0,medium
Estonia,2016,18640.0,1315790.0,45340.0,0.1,True,False,2.0,medium
Eswatini,2016,3270.0,1149507.0,17360.0,10.8082,False,False,2.0,medium
Ethiopia,2016,620.0,106718162.0,1136242.7,67.40962,False,False,6.0,large
Fiji,2016,5010.0,919166.0,18270.0,9.4,False,False,0.0,medium
Finland,2016,45160.0,5495303.0,338450.0,0.0,True,False,3.0,large
France,2016,39020.0,66724104.0,549087.0,0.0,True,False,8.0,large
Gabon,2016,6770.0,2100306.0,267670.0,44.33265,False,False,3.0,medium
Gambia,2016,590.0,2283769.0,11300.0,42.49858,False,False,1.0,medium
Georgia,2016,4180.0,3727505.0,69700.0,8.61301,False,False,4.0,large
Germany,2016,45340.0,82348669.0,357580.0,0.0,True,False,9.0,large
Ghana,2016,1760.0,29356742.0,238540.0,33.48685,False,False,3.0,large
Guatemala,2016,3760.0,16268760.0,108890.0,37.60292,False,True,4.0,large
Guinea,2016,760.0,12073030.0,245860.0,47.33878,False,False,6.0,large
Guinea-Bissau,2016,670.0,1831893.0,36130.0,68.0291,False,False,2.0,medium
Guyana,2016,5610.0,763548.0,214970.0,15.43465,False,False,3.0,medium
Haiti,2016,1380.0,10671457.0,27750.0,50.83825,False,False,1.0,large
Honduras,2016,2090.0,9412380.0,112490.0,31.5,False,True,3.0,large
Hungary,2016,13230.0,9759755.0,93030.0,7.2,True,False,7.0,large
Iceland,2016,58410.0,335439.0,103000.0,0.0,True,True,0.0,medium
Indonesia,2016,3370.0,264627418.0,1913580.0,21.89212,False,True,3.0,large
Iran,2016,5530.0,83812228.0,1745150.0,51.44004,False,False,7.0,large
Iraq,2016,5060.0,38469627.0,435052.0,46.24999,False,False,6.0,large
Ireland,2016,52880.0,4762722.0,70280.0,8.3,True,False,1.0,large
Italy,2016,32400.0,60115223.0,302069.0,0.02,True,False,6.0,large
Jordan,2016,3810.0,10006367.0,89320.0,23.4,False,False,5.0,large
Kazakhstan,2016,8500.0,18363600.0,2724902.0,2.18578,False,False,5.0,large
Kenya,2016,1490.0,48139687.0,580370.0,50.81331,False,False,5.0,large
Kiribati,2016,2990.0,118478.0,810.0,8.1,False,False,0.0,medium
Kuwait,2016,34920.0,4004096.0,17820.0,0.0,True,False,2.0,large
Kyrgyzstan,2016,1090.0,6175338.0,199950.0,11.38314,False,False,4.0,large
Laos,2016,2110.0,6908802.0,236800.0,27.0,False,False,5.0,large
Latvia,2016,14300.0,1959537.0,64594.0,0.8,True,False,4.0,medium
Lebanon,2016,7670.0,6323060.0,10450.0,4.5,False,False,2.0,large
Lesotho,2016,1240.0,2130422.0,30360.0,33.81409,False,False,1.0,medium
Liberia,2016,610.0,4755608.0,111370.0,65.66997,False,False,3.0,large
Libya,2016,7670.0,6632126.0,1759540.0,17.23863,False,False,6.0,large
Lithuania,2016,14890.0,2877325.0,65286.0,0.65,True,False,4.0,large
Luxembourg,2016,73730.0,582014.0,2590.0,0.01606,True,False,3.0,medium
Madagascar,2016,450.0,26099952.0,587295.0,72.22321,False,False,0.0,large
Malawi,2016,490.0,17557739.0,118480.0,53.29854,False,False,3.0,large
Maldives,2016,8720.0,443308.0,300.0,36.5175,False,False,0.0,medium
Mali,2016,870.0,19191289.0,1240190.0,50.31832,False,False,7.0,large
Malta,2016,23820.0,454505.0,320.0,0.0375,True,False,0.0,medium
Marshall Islands,2016,5060.0,47709.0,180.0,0.45,False,False,0.0,small
Mauritania,2016,1540.0,4086657.0,1030700.0,57.68042,False,False,4.0,large
Mauritius,2016,10650.0,1263747.0,2007.0,56.84264,False,False,0.0,medium
Mexico,2016,9740.0,122251351.0,1964375.0,18.44263,False,True,3.0,large
Moldova,2016,3170.0,2803186.0,33850.0,6.5,False,False,2.0,medium
Mongolia,2016,3460.0,3088856.0,1564120.0,25.82377,False,False,2.0,large
Montenegro,2016,7020.0,625353.0,13810.0,11.2,False,False,4.0,medium
Morocco,2016,3150.0,35023457.0,446550.0,10.85088,False,False,3.0,large
Mozambique,2016,550.0,27337105.0,799380.0,61.98622,False,False,6.0,large
Myanmar,2016,1230.0,51495696.0,676590.0,55.07197,False,False,5.0,large
Namibia,2016,4580.0,2439213.0,824290.0,41.36463,False,False,4.0,medium
Nauru,2016,11680.0,11150.0,20.0,0.55,False,False,0.0,small
Nepal,2016,860.0,27955462.0,147180.0,43.17421,False,False,2.0,large
Netherlands,2016,46960.0,17030314.0,41540.0,0.0,True,False,2.0,large
New Zealand,2016,39460.0,4714100.0,267710.0,0.0,True,False,0.0,large
Nicaragua,2016,1980.0,6232666.0,130370.0,5.5185,False,True,2.0,large
Niger,2016,530.0,20685753.0,1267000.0,70.44397,False,False,7.0,large
Nigeria,2016,2370.0,195443700.0,923770.0,54.00711,False,False,4.0,large
North Macedonia,2016,5440.0,1906313.0,25710.0,0.3,False,False,4.0,medium
Norway,2016,81870.0,5234519.0,625194.0,0.0,True,True,3.0,large
Oman,2016,18550.0,4390877.0,309500.0,0.3,True,False,3.0,large
Pakistan,2016,1360.0,220138869.0,796100.0,59.0233,False,False,4.0,large
Palau,2016,15000.0,17797.0,460.0,0.4,True,False,0.0,small
Panama,2016,13180.0,4029086.0,75320.0,16.3,True,True,2.0,large
Papua New Guinea,2016,2410.0,8961718.0,462840.0,22.0,False,False,1.0,large
Paraguay,2016,5880.0,6249126.0,406752.0,18.05,False,False,3.0,large
Peru,2016,6130.0,30866494.0,1285220.0,45.86166,False,False,5.0,large
Philippines,2016,3350.0,106735719.0,300000.0,38.7248,False,False,0.0,large
Poland,2016,12740.0,37970087.0,312680.0,4.5,True,False,7.0,large
Portugal,2016,19950.0,10325452.0,92225.6,0.1,True,False,1.0,large
Qatar,2016,69170.0,2477113.0,11490.0,0.0,True,False,1.0,medium
Romania,2016,9460.0,19702267.0,238400.0,2.1,False,False,5.0,large
Russia,2016,9680.0,145015460.0,17098250.0,2.9,False,True,14.0,large
Rwanda,2016,730.0,11919183.0,26340.0,43.57101,False,False,4.0,large
Samoa,2016,4120.0,203499.0,2840.0,0.5,False,False,0.0,medium
Sao Tome And Principe,2016,1420.0,203689.0,960.0,52.64358,False,False,0.0,medium
Senegal,2016,1270.0,15034521.0,196710.0,38.71484,False,False,5.0,large
Serbia,2016,5920.0,7058322.0,88360.0,0.45,False,False,8.0,large
Seychelles,2016,15630.0,94677.0,460.0,56.84264,True,False,0.0,medium
Sierra Leone,2016,930.0,7205328.0,72300.0,56.12183,False,False,2.0,large
Singapore,2016,53470.0,5607283.0,719.0,0.0,True,False,0.0,large
Slovakia,2016,16900.0,5430798.0,49030.0,0.05,True,False,5.0,large
Solomon Islands,2016,2000.0,662379.0,28900.0,2.0,False,False,0.0,medium
Somalia,2016,450.0,14348740.0,637660.0,56.84264,False,False,3.0,large
South Africa,2016,5880.0,57259551.0,1219090.0,24.56298,False,True,6.0,large
Spain,2016,27760.0,46458139.0,505935.0,0.05,True,False,5.0,large
Sri Lanka,2016,4020.0,21209000.0,65610.0,51.44004,False,False,0.0,large
St. Lucia,2016,9710.0,175646.0,620.0,1.05,False,False,0.0,medium
Sudan,2016,1140.0,41259892.0,1878000.0,73.66328,False,False,7.0,large
Suriname,2016,6660.0,587757.0,163820.0,14.12632,False,False,3.0,medium
Sweden,2016,53850.0,9923085.0,528449.29,0.1,True,False,2.0,large
Switzerland,2016,83360.0,8373338.0,41290.7,0.0,True,False,5.0,large
Syria,2016,750.0,19193834.0,185180.0,23.91932,False,False,5.0,large
Tajikistan,2016,1090.0,8865631.0,141380.0,0.05,False,False,4.0,large
Tanzania,2016,960.0,53824013.0,947300.0,47.26693,False,False,8.0,large
Timor-Leste,2016,1730.0,1228312.0,14870.0,37.9,False,True,1.0,medium
Togo,2016,800.0,7858289.0,56790.0,43.32551,False,False,3.0,large
Tonga,2016,4280.0,105524.0,750.0,0.75,False,False,0.0,medium
Trinidad And Tobago,2016,17870.0,1353895.0,5130.0,7.5,True,False,0.0,medium
